PlateLocHeight,PlateLocSide,called_strike_prob
2.6,0.3,0.97
2.6,0.6,0.97
2.6,-0.2,0.97
2.6,-0.6,0.97
2.6,0.7,0.97
2.6,-0.7,0.96
2.6,0.8,0.96
2.6,0.1,0.95
2.6,-0.8,0.93
2.6,0.9,0.82
2.6,-1,0.81
2.6,-0.9,0.78
2.6,1,0.74
2.6,-1.1,0.63
2.6,1.1,0.52
2.6,-1.2,0.44
2.6,-1.3,0.35
2.6,1.2,0.34
2.6,1.3,0.19
2.6,-1.4,0.13
2.6,1.4,0.13
2.6,1.5,0.08
2.6,-1.5,0.08
2.6,-1.7,0.05
2.6,-1.6,0.04
2.6,1.6,0.04
2.6,1.9,0.02
2.6,1.8,0.02
2.6,-4.8,0.00
2.6,-3.6,0.00
2.6,-3.5,0.00
2.6,-3.4,0.00
2.6,-3.2,0.00
2.6,-3.1,0.00
2.6,-3,0.00
2.6,-2.9,0.00
2.6,-2.8,0.00
2.6,-2.7,0.00
2.6,-2.6,0.00
2.6,-2.5,0.00
2.6,-2.4,0.00
2.6,-2.3,0.00
2.6,-2.2,0.00
2.6,-2.1,0.00
2.6,-2,0.00
2.6,-1.9,0.00
2.6,-1.8,0.00
2.6,1.7,0.00
2.6,2,0.00
2.6,2.1,0.00
2.6,2.2,0.00
2.6,2.3,0.00
2.6,2.4,0.00
2.6,2.5,0.00
2.6,2.6,0.00
2.6,2.7,0.00
2.6,2.8,0.00
2.6,2.9,0.00
2.6,3,0.00
2.6,3.1,0.00
2.6,3.2,0.00
2.6,3.3,0.00
2.6,3.4,0.00
2.6,3.8,0.00
2.6,3.9,0.00
2.5,-0.2,1.00
2.5,-0.1,1.00
2.5,0.1,1.00
2.5,0.3,1.00
2.5,0.5,1.00
2.5,0,0.99
2.5,0.4,0.98
2.5,0.6,0.98
2.5,-0.3,0.98
2.5,-0.4,0.98
2.5,0.2,0.98
2.5,-0.6,0.98
2.5,0.7,0.98
2.5,-0.7,0.97
2.5,-0.5,0.97
2.5,0.8,0.93
2.5,-0.8,0.93
2.5,0.9,0.88
2.5,-0.9,0.88
2.5,-1,0.85
2.5,-1.1,0.69
2.5,1,0.68
2.5,1.1,0.59
2.5,-1.2,0.44
2.5,1.2,0.37
2.5,1.3,0.30
2.5,-1.3,0.28
2.5,-1.4,0.20
2.5,-1.5,0.14
2.5,1.4,0.13
2.5,-2.6,0.11
2.5,2.6,0.10
2.5,1.5,0.07
2.5,-1.6,0.04
2.5,1.6,0.04
2.5,1.7,0.03
2.5,-2.1,0.02
2.5,-1.7,0.02
2.5,1.8,0.02
2.5,-3.8,0.00
2.5,-3.7,0.00
2.5,-3.5,0.00
2.5,-3.4,0.00
2.5,-3.3,0.00
2.5,-3.2,0.00
2.5,-3.1,0.00
2.5,-3,0.00
2.5,-2.9,0.00
2.5,-2.7,0.00
2.5,-2.5,0.00
2.5,-2.4,0.00
2.5,-2.3,0.00
2.5,-2.2,0.00
2.5,-2,0.00
2.5,-1.9,0.00
2.5,-1.8,0.00
2.5,1.9,0.00
2.5,2,0.00
2.5,2.1,0.00
2.5,2.2,0.00
2.5,2.3,0.00
2.5,2.4,0.00
2.5,2.5,0.00
2.5,2.7,0.00
2.5,2.8,0.00
2.5,2.9,0.00
2.5,3,0.00
2.5,3.1,0.00
2.5,3.2,0.00
2.5,3.3,0.00
2.5,3.4,0.00
2.5,3.5,0.00
2.5,3.6,0.00
2.5,4.3,0.00
2.5,-2.8,0.00
2.4,0.1,1.00
2.4,0.2,1.00
2.4,0.3,1.00
2.4,0.4,0.99
2.4,-0.1,0.99
2.4,-0.3,0.99
2.4,0,0.98
2.4,0.6,0.98
2.4,-0.2,0.98
2.4,-0.4,0.98
2.4,-0.5,0.98
2.4,-0.6,0.97
2.4,0.5,0.97
2.4,0.7,0.96
2.4,-0.7,0.95
2.4,0.8,0.94
2.4,-0.8,0.90
2.4,0.9,0.88
2.4,-0.9,0.87
2.4,-1,0.71
2.4,1,0.69
2.4,-1.1,0.65
2.4,-1.2,0.54
2.4,1.1,0.53
2.4,1.2,0.40
2.4,-1.3,0.37
2.4,1.3,0.32
2.4,2.9,0.25
2.4,-1.4,0.22
2.4,1.4,0.17
2.4,-1.5,0.10
2.4,1.5,0.09
2.4,1.6,0.06
2.4,-1.6,0.04
2.4,-1.9,0.02
2.4,1.7,0.01
2.4,-1.7,0.01
2.4,-3.6,0.00
2.4,-3.5,0.00
2.4,-3.4,0.00
2.4,-3.3,0.00
2.4,-3.2,0.00
2.4,-3,0.00
2.4,-2.9,0.00
2.4,-2.8,0.00
2.4,-2.7,0.00
2.4,-2.6,0.00
2.4,-2.5,0.00
2.4,-2.4,0.00
2.4,-2.3,0.00
2.4,-2.2,0.00
2.4,-2.1,0.00
2.4,-2,0.00
2.4,-1.8,0.00
2.4,1.8,0.00
2.4,1.9,0.00
2.4,2,0.00
2.4,2.1,0.00
2.4,2.2,0.00
2.4,2.3,0.00
2.4,2.4,0.00
2.4,2.5,0.00
2.4,2.6,0.00
2.4,2.7,0.00
2.4,2.8,0.00
2.4,3,0.00
2.4,3.1,0.00
2.4,3.3,0.00
2.4,3.4,0.00
2.4,4,0.00
2.4,4.3,0.00
2.4,4.8,0.00
2.3,-0.1,1.00
2.3,0.1,0.99
2.3,0.3,0.99
2.3,-0.4,0.99
2.3,0.6,0.99
2.3,0.2,0.98
2.3,0.4,0.98
2.3,-0.2,0.98
2.3,-0.6,0.98
2.3,0,0.98
2.3,-0.3,0.97
2.3,-0.8,0.97
2.3,-0.5,0.97
2.3,0.5,0.97
2.3,-0.7,0.97
2.3,0.7,0.96
2.3,0.8,0.90
2.3,0.9,0.86
2.3,-0.9,0.81
2.3,1,0.74
2.3,-1,0.72
2.3,-1.1,0.62
2.3,1.1,0.59
2.3,-1.2,0.53
2.3,1.2,0.50
2.3,-1.3,0.33
2.3,1.3,0.33
2.3,-1.4,0.21
2.3,1.4,0.15
2.3,-1.5,0.10
2.3,1.5,0.05
2.3,-2.1,0.05
2.3,1.7,0.03
2.3,1.6,0.03
2.3,-1.6,0.03
2.3,-2,0.02
2.3,-1.8,0.01
2.3,-1.9,0.01
2.3,-1.7,0.01
2.3,-4.1,0.00
2.3,-3.6,0.00
2.3,-3.4,0.00
2.3,-3.3,0.00
2.3,-3.1,0.00
2.3,-3,0.00
2.3,-2.9,0.00
2.3,-2.8,0.00
2.3,-2.7,0.00
2.3,-2.6,0.00
2.3,-2.5,0.00
2.3,-2.4,0.00
2.3,-2.3,0.00
2.3,-2.2,0.00
2.3,1.8,0.00
2.3,1.9,0.00
2.3,2,0.00
2.3,2.1,0.00
2.3,2.2,0.00
2.3,2.3,0.00
2.3,2.4,0.00
2.3,2.5,0.00
2.3,2.6,0.00
2.3,2.7,0.00
2.3,2.8,0.00
2.3,2.9,0.00
2.3,3.1,0.00
2.3,3.3,0.00
2.3,3.5,0.00
2.3,3,0.00
2.2,-0.2,1.00
2.2,-0.1,1.00
2.2,0,1.00
2.2,0.1,0.99
2.2,0.2,0.99
2.2,0.4,0.99
2.2,-0.3,0.99
2.2,-0.4,0.99
2.2,-0.6,0.98
2.2,0.6,0.98
2.2,0.3,0.98
2.2,-0.5,0.98
2.2,0.5,0.97
2.2,0.7,0.96
2.2,-0.7,0.94
2.2,-0.8,0.93
2.2,0.9,0.89
2.2,0.8,0.89
2.2,-0.9,0.84
2.2,-1,0.76
2.2,1,0.70
2.2,1.1,0.63
2.2,-1.1,0.56
2.2,1.2,0.48
2.2,-1.2,0.42
2.2,1.3,0.40
2.2,-1.3,0.32
2.2,-1.4,0.20
2.2,1.4,0.15
2.2,-1.6,0.11
2.2,-1.5,0.07
2.2,1.5,0.04
2.2,1.6,0.04
2.2,-2.2,0.03
2.2,-1.7,0.03
2.2,1.7,0.03
2.2,-3.8,0.00
2.2,-3.7,0.00
2.2,-3.5,0.00
2.2,-3.4,0.00
2.2,-3.3,0.00
2.2,-3.2,0.00
2.2,-3.1,0.00
2.2,-3,0.00
2.2,-2.9,0.00
2.2,-2.8,0.00
2.2,-2.7,0.00
2.2,-2.6,0.00
2.2,-2.5,0.00
2.2,-2.4,0.00
2.2,-2.3,0.00
2.2,-2.1,0.00
2.2,-2,0.00
2.2,-1.9,0.00
2.2,-1.8,0.00
2.2,1.8,0.00
2.2,1.9,0.00
2.2,2,0.00
2.2,2.1,0.00
2.2,2.2,0.00
2.2,2.3,0.00
2.2,2.4,0.00
2.2,2.5,0.00
2.2,2.6,0.00
2.2,2.7,0.00
2.2,2.8,0.00
2.2,2.9,0.00
2.2,3,0.00
2.2,3.1,0.00
2.2,3.2,0.00
2.2,3.3,0.00
2.2,3.4,0.00
2.2,3.5,0.00
2.2,3.6,0.00
2.2,3.7,0.00
2.1,-0.1,0.99
2.1,0.3,0.99
2.1,-0.6,0.99
2.1,0,0.99
2.1,0.2,0.98
2.1,0.5,0.98
2.1,0.1,0.97
2.1,-0.2,0.97
2.1,-0.3,0.97
2.1,-0.5,0.97
2.1,0.4,0.96
2.1,-0.4,0.95
2.1,-0.7,0.94
2.1,0.6,0.94
2.1,0.7,0.93
2.1,0.8,0.90
2.1,-0.8,0.89
2.1,0.9,0.82
2.1,-0.9,0.81
2.1,1,0.75
2.1,-1,0.73
2.1,1.1,0.59
2.1,-1.1,0.57
2.1,-1.2,0.47
2.1,1.2,0.34
2.1,-1.3,0.32
2.1,1.3,0.29
2.1,-1.4,0.18
2.1,1.4,0.17
2.1,-1.5,0.10
2.1,1.5,0.10
2.1,-2.3,0.04
2.1,-1.8,0.04
2.1,2,0.04
2.1,2.1,0.03
2.1,1.6,0.02
2.1,-1.6,0.02
2.1,1.9,0.02
2.1,-2,0.02
2.1,1.7,0.01
2.1,-1.9,0.01
2.1,-1.7,0.01
2.1,-4.4,0.00
2.1,-4.3,0.00
2.1,-4.1,0.00
2.1,-3.4,0.00
2.1,-3.3,0.00
2.1,-3.2,0.00
2.1,-3.1,0.00
2.1,-3,0.00
2.1,-2.9,0.00
2.1,-2.8,0.00
2.1,-2.7,0.00
2.1,-2.6,0.00
2.1,-2.5,0.00
2.1,-2.4,0.00
2.1,-2.2,0.00
2.1,-2.1,0.00
2.1,1.8,0.00
2.1,2.2,0.00
2.1,2.3,0.00
2.1,2.4,0.00
2.1,2.5,0.00
2.1,2.6,0.00
2.1,2.7,0.00
2.1,2.8,0.00
2.1,2.9,0.00
2.1,3,0.00
2.1,3.1,0.00
2.1,3.2,0.00
2.1,3.3,0.00
2.1,3.5,0.00
2,-0.3,0.99
2,-0.2,0.99
2,0,0.99
2,-0.1,0.98
2,-0.4,0.98
2,0.1,0.98
2,0.3,0.98
2,0.2,0.97
2,-0.5,0.97
2,0.4,0.96
2,0.5,0.95
2,0.6,0.95
2,-0.7,0.94
2,0.7,0.94
2,-0.6,0.94
2,-0.8,0.90
2,0.8,0.87
2,0.9,0.80
2,-0.9,0.80
2,1,0.70
2,-1,0.64
2,-1.1,0.58
2,1.1,0.51
2,1.2,0.39
2,-1.2,0.38
2,-1.3,0.30
2,1.3,0.27
2,-1.4,0.19
2,1.4,0.15
2,-1.5,0.12
2,2.4,0.08
2,1.5,0.07
2,-1.6,0.05
2,-2,0.04
2,-1.7,0.04
2,2.1,0.03
2,-2.1,0.03
2,1.7,0.03
2,2,0.03
2,1.6,0.02
2,-1.8,0.01
2,-5.7,0.00
2,-4.2,0.00
2,-4.1,0.00
2,-3.9,0.00
2,-3.8,0.00
2,-3.3,0.00
2,-3.2,0.00
2,-3.1,0.00
2,-3,0.00
2,-2.9,0.00
2,-2.8,0.00
2,-2.7,0.00
2,-2.6,0.00
2,-2.5,0.00
2,-2.4,0.00
2,-2.3,0.00
2,-2.2,0.00
2,-1.9,0.00
2,1.8,0.00
2,1.9,0.00
2,2.2,0.00
2,2.3,0.00
2,2.5,0.00
2,2.6,0.00
2,2.7,0.00
2,2.8,0.00
2,2.9,0.00
2,3.1,0.00
2,3.3,0.00
2,3.4,0.00
2,3.7,0.00
2,4.5,0.00
2,3,0.00
1.9,-0.3,0.99
1.9,0.2,0.98
1.9,0.3,0.98
1.9,0.1,0.97
1.9,-0.2,0.96
1.9,0,0.96
1.9,-0.1,0.95
1.9,0.4,0.95
1.9,-0.4,0.95
1.9,0.5,0.93
1.9,-0.6,0.91
1.9,0.6,0.89
1.9,-0.5,0.88
1.9,0.7,0.86
1.9,-0.7,0.85
1.9,0.8,0.84
1.9,-0.8,0.83
1.9,0.9,0.75
1.9,-0.9,0.70
1.9,1,0.62
1.9,-1,0.62
1.9,-1.1,0.54
1.9,1.1,0.49
1.9,-1.2,0.38
1.9,1.2,0.34
1.9,-1.3,0.23
1.9,1.3,0.23
1.9,-1.4,0.12
1.9,2.5,0.11
1.9,1.4,0.10
1.9,-1.5,0.09
1.9,1.5,0.08
1.9,1.6,0.08
1.9,-1.6,0.07
1.9,1.8,0.05
1.9,-2.2,0.02
1.9,-1.7,0.02
1.9,-4.8,0.00
1.9,-3.9,0.00
1.9,-3.5,0.00
1.9,-3.4,0.00
1.9,-3.3,0.00
1.9,-3.2,0.00
1.9,-3.1,0.00
1.9,-3,0.00
1.9,-2.9,0.00
1.9,-2.8,0.00
1.9,-2.7,0.00
1.9,-2.6,0.00
1.9,-2.5,0.00
1.9,-2.4,0.00
1.9,-2.3,0.00
1.9,-2.1,0.00
1.9,-2,0.00
1.9,-1.9,0.00
1.9,-1.8,0.00
1.9,1.7,0.00
1.9,1.9,0.00
1.9,2,0.00
1.9,2.1,0.00
1.9,2.2,0.00
1.9,2.3,0.00
1.9,2.4,0.00
1.9,2.6,0.00
1.9,2.7,0.00
1.9,2.8,0.00
1.9,2.9,0.00
1.9,3,0.00
1.9,3.1,0.00
1.9,3.2,0.00
1.9,3.3,0.00
1.9,3.4,0.00
1.9,4.4,0.00
1.9,4.5,0.00
1.8,-0.3,0.96
1.8,0.3,0.95
1.8,-0.4,0.95
1.8,-0.2,0.94
1.8,0.2,0.94
1.8,0,0.94
1.8,0.1,0.93
1.8,0.5,0.92
1.8,-0.5,0.91
1.8,-0.1,0.90
1.8,-0.6,0.90
1.8,0.4,0.90
1.8,0.6,0.88
1.8,-0.7,0.82
1.8,0.7,0.82
1.8,-0.8,0.78
1.8,0.9,0.74
1.8,0.8,0.74
1.8,-0.9,0.70
1.8,1,0.54
1.8,-1,0.54
1.8,-1.1,0.44
1.8,1.1,0.42
1.8,-1.2,0.31
1.8,1.2,0.28
1.8,-1.3,0.19
1.8,1.3,0.16
1.8,-1.4,0.15
1.8,1.4,0.12
1.8,1.5,0.07
1.8,-1.5,0.04
1.8,1.6,0.03
1.8,-1.8,0.03
1.8,-1.6,0.02
1.8,-1.7,0.02
1.8,-2.1,0.02
1.8,-3.9,0.00
1.8,-3.5,0.00
1.8,-3.3,0.00
1.8,-3.2,0.00
1.8,-3.1,0.00
1.8,-3,0.00
1.8,-2.9,0.00
1.8,-2.8,0.00
1.8,-2.7,0.00
1.8,-2.6,0.00
1.8,-2.5,0.00
1.8,-2.4,0.00
1.8,-2.3,0.00
1.8,-2.2,0.00
1.8,-2,0.00
1.8,-1.9,0.00
1.8,1.7,0.00
1.8,1.8,0.00
1.8,1.9,0.00
1.8,2,0.00
1.8,2.1,0.00
1.8,2.2,0.00
1.8,2.3,0.00
1.8,2.4,0.00
1.8,2.5,0.00
1.8,2.6,0.00
1.8,2.7,0.00
1.8,2.8,0.00
1.8,2.9,0.00
1.8,3,0.00
1.8,3.1,0.00
1.8,3.2,0.00
1.8,3.3,0.00
1.7,0,0.91
1.7,0.2,0.89
1.7,0.1,0.88
1.7,-0.3,0.87
1.7,-0.2,0.86
1.7,0.3,0.84
1.7,-0.1,0.83
1.7,0.4,0.82
1.7,0.5,0.82
1.7,-0.4,0.81
1.7,-0.6,0.81
1.7,-0.7,0.77
1.7,-0.5,0.76
1.7,0.6,0.75
1.7,0.7,0.68
1.7,-0.8,0.67
1.7,0.8,0.60
1.7,0.9,0.57
1.7,-0.9,0.53
1.7,1,0.43
1.7,-1,0.42
1.7,-1.1,0.35
1.7,2.9,0.33
1.7,1.1,0.30
1.7,1.2,0.25
1.7,3,0.25
1.7,-1.2,0.22
1.7,1.3,0.22
1.7,-1.3,0.19
1.7,1.4,0.14
1.7,-1.4,0.08
1.7,-2.7,0.07
1.7,-2.4,0.06
1.7,-1.5,0.06
1.7,2.1,0.05
1.7,-2.3,0.03
1.7,1.9,0.03
1.7,1.7,0.02
1.7,-1.6,0.02
1.7,-4.2,0.00
1.7,-4.1,0.00
1.7,-3.9,0.00
1.7,-3.4,0.00
1.7,-3.3,0.00
1.7,-3.2,0.00
1.7,-3.1,0.00
1.7,-3,0.00
1.7,-2.9,0.00
1.7,-2.8,0.00
1.7,-2.6,0.00
1.7,-2.5,0.00
1.7,-2.2,0.00
1.7,-2.1,0.00
1.7,-2,0.00
1.7,-1.9,0.00
1.7,-1.8,0.00
1.7,-1.7,0.00
1.7,1.5,0.00
1.7,1.6,0.00
1.7,1.8,0.00
1.7,2,0.00
1.7,2.2,0.00
1.7,2.3,0.00
1.7,2.4,0.00
1.7,2.5,0.00
1.7,2.6,0.00
1.7,2.7,0.00
1.7,2.8,0.00
1.7,3.1,0.00
1.7,3.2,0.00
1.7,3.3,0.00
1.7,3.9,0.00
1.7,4,0.00
1.6,-0.1,0.77
1.6,0.2,0.76
1.6,-0.2,0.76
1.6,-0.3,0.74
1.6,0.1,0.73
1.6,0.4,0.73
1.6,0.3,0.69
1.6,-0.4,0.69
1.6,0,0.68
1.6,-0.5,0.66
1.6,0.5,0.65
1.6,-0.6,0.61
1.6,0.8,0.56
1.6,0.7,0.54
1.6,-0.7,0.52
1.6,0.6,0.52
1.6,-0.8,0.50
1.6,0.9,0.42
1.6,-0.9,0.40
1.6,1,0.37
1.6,-1,0.33
1.6,1.2,0.26
1.6,1.1,0.26
1.6,-1.1,0.22
1.6,2.5,0.14
1.6,-1.2,0.14
1.6,-1.3,0.10
1.6,1.3,0.10
1.6,1.9,0.06
1.6,-1.4,0.06
1.6,1.4,0.04
1.6,-1.5,0.03
1.6,-1.7,0.02
1.6,-1.6,0.02
1.6,1.8,0.02
1.6,-2,0.02
1.6,-3.6,0.00
1.6,-3.4,0.00
1.6,-3.3,0.00
1.6,-3.2,0.00
1.6,-3.1,0.00
1.6,-3,0.00
1.6,-2.9,0.00
1.6,-2.8,0.00
1.6,-2.7,0.00
1.6,-2.6,0.00
1.6,-2.5,0.00
1.6,-2.4,0.00
1.6,-2.3,0.00
1.6,-2.2,0.00
1.6,-2.1,0.00
1.6,-1.9,0.00
1.6,-1.8,0.00
1.6,1.5,0.00
1.6,1.6,0.00
1.6,1.7,0.00
1.6,2,0.00
1.6,2.1,0.00
1.6,2.2,0.00
1.6,2.3,0.00
1.6,2.4,0.00
1.6,2.6,0.00
1.6,2.7,0.00
1.6,2.8,0.00
1.6,2.9,0.00
1.6,3,0.00
1.6,3.1,0.00
1.6,3.2,0.00
1.6,3.3,0.00
1.6,3.4,0.00
1.5,-0.1,0.59
1.5,0.1,0.53
1.5,-0.5,0.52
1.5,0.2,0.52
1.5,-0.4,0.52
1.5,-0.3,0.51
1.5,0.5,0.51
1.5,0.4,0.51
1.5,-0.2,0.48
1.5,0,0.47
1.5,0.3,0.42
1.5,0.6,0.39
1.5,-0.6,0.38
1.5,0.7,0.37
1.5,-0.7,0.37
1.5,0.8,0.35
1.5,0.9,0.32
1.5,-0.8,0.30
1.5,-0.9,0.25
1.5,1.2,0.22
1.5,-1,0.21
1.5,1,0.18
1.5,1.1,0.18
1.5,-1.1,0.15
1.5,-2.6,0.13
1.5,-1.2,0.12
1.5,1.3,0.12
1.5,2.1,0.06
1.5,-1.4,0.06
1.5,1.9,0.05
1.5,1.4,0.05
1.5,-1.3,0.05
1.5,1.8,0.05
1.5,1.6,0.02
1.5,-1.8,0.01
1.5,-1.5,0.01
1.5,-1.6,0.01
1.5,-1.7,0.01
1.5,-4.4,0.00
1.5,-4,0.00
1.5,-3.6,0.00
1.5,-3.5,0.00
1.5,-3.4,0.00
1.5,-3.3,0.00
1.5,-3.2,0.00
1.5,-3.1,0.00
1.5,-3,0.00
1.5,-2.9,0.00
1.5,-2.8,0.00
1.5,-2.7,0.00
1.5,-2.5,0.00
1.5,-2.4,0.00
1.5,-2.3,0.00
1.5,-2.2,0.00
1.5,-2.1,0.00
1.5,-2,0.00
1.5,-1.9,0.00
1.5,1.5,0.00
1.5,1.7,0.00
1.5,2,0.00
1.5,2.2,0.00
1.5,2.3,0.00
1.5,2.4,0.00
1.5,2.5,0.00
1.5,2.6,0.00
1.5,2.7,0.00
1.5,2.8,0.00
1.5,2.9,0.00
1.5,3,0.00
1.5,3.2,0.00
1.4,0.2,0.39
1.4,0,0.38
1.4,-0.1,0.37
1.4,0.1,0.34
1.4,0.3,0.34
1.4,-0.2,0.34
1.4,-0.6,0.32
1.4,-0.4,0.31
1.4,0.4,0.30
1.4,-0.3,0.30
1.4,0.5,0.30
1.4,0.7,0.30
1.4,0.6,0.28
1.4,0.8,0.26
1.4,0.9,0.25
1.4,-0.7,0.24
1.4,-0.5,0.23
1.4,-0.9,0.19
1.4,-0.8,0.17
1.4,-2.9,0.14
1.4,1,0.10
1.4,1.2,0.09
1.4,-1.1,0.09
1.4,-1.2,0.09
1.4,-1,0.09
1.4,1.1,0.08
1.4,1.3,0.04
1.4,-1.3,0.03
1.4,1.4,0.03
1.4,-1.8,0.03
1.4,1.7,0.02
1.4,-1.4,0.02
1.4,-1.6,0.02
1.4,-2,0.02
1.4,-1.7,0.01
1.4,-4.6,0.00
1.4,-4.5,0.00
1.4,-3.8,0.00
1.4,-3.7,0.00
1.4,-3.6,0.00
1.4,-3.4,0.00
1.4,-3.3,0.00
1.4,-3.2,0.00
1.4,-3.1,0.00
1.4,-3,0.00
1.4,-2.8,0.00
1.4,-2.7,0.00
1.4,-2.6,0.00
1.4,-2.5,0.00
1.4,-2.4,0.00
1.4,-2.3,0.00
1.4,-2.2,0.00
1.4,-2.1,0.00
1.4,-1.9,0.00
1.4,-1.5,0.00
1.4,1.5,0.00
1.4,1.6,0.00
1.4,1.8,0.00
1.4,1.9,0.00
1.4,2,0.00
1.4,2.1,0.00
1.4,2.2,0.00
1.4,2.3,0.00
1.4,2.4,0.00
1.4,2.5,0.00
1.4,2.6,0.00
1.4,2.7,0.00
1.4,2.8,0.00
1.4,2.9,0.00
1.4,3,0.00
1.4,3.2,0.00
1.4,3.4,0.00
1.3,0.2,0.23
1.3,-0.3,0.22
1.3,-0.4,0.20
1.3,0,0.20
1.3,-0.2,0.19
1.3,0.3,0.18
1.3,0.7,0.18
1.3,0.1,0.18
1.3,-0.6,0.16
1.3,0.6,0.16
1.3,0.4,0.16
1.3,0.5,0.16
1.3,-0.5,0.15
1.3,-0.1,0.14
1.3,0.9,0.11
1.3,-0.7,0.11
1.3,0.8,0.09
1.3,-0.8,0.09
1.3,-0.9,0.08
1.3,-1,0.07
1.3,2,0.05
1.3,1.6,0.05
1.3,-1.1,0.04
1.3,1,0.04
1.3,1.3,0.04
1.3,1.2,0.04
1.3,1.1,0.03
1.3,-1.8,0.02
1.3,-2,0.02
1.3,-1.2,0.01
1.3,-1.7,0.01
1.3,-1.5,0.01
1.3,-1.4,0.01
1.3,-1.3,0.01
1.3,-4.3,0.00
1.3,-3.9,0.00
1.3,-3.8,0.00
1.3,-3.7,0.00
1.3,-3.4,0.00
1.3,-3.3,0.00
1.3,-3.2,0.00
1.3,-3.1,0.00
1.3,-3,0.00
1.3,-2.9,0.00
1.3,-2.8,0.00
1.3,-2.7,0.00
1.3,-2.6,0.00
1.3,-2.5,0.00
1.3,-2.4,0.00
1.3,-2.3,0.00
1.3,-2.2,0.00
1.3,-2.1,0.00
1.3,-1.9,0.00
1.3,-1.6,0.00
1.3,1.4,0.00
1.3,1.5,0.00
1.3,1.7,0.00
1.3,1.8,0.00
1.3,1.9,0.00
1.3,2.1,0.00
1.3,2.2,0.00
1.3,2.3,0.00
1.3,2.4,0.00
1.3,2.5,0.00
1.3,2.6,0.00
1.3,2.7,0.00
1.3,2.8,0.00
1.3,2.9,0.00
1.3,3,0.00
1.3,3.1,0.00
1.3,3.2,0.00
1.3,3.3,0.00
1.3,4.2,0.00
1.2,-0.1,0.16
1.2,0.2,0.13
1.2,0,0.13
1.2,0.1,0.10
1.2,0.4,0.10
1.2,0.3,0.10
1.2,-0.4,0.10
1.2,0.5,0.09
1.2,-0.5,0.09
1.2,-0.2,0.08
1.2,-0.3,0.08
1.2,1,0.05
1.2,0.7,0.05
1.2,0.9,0.05
1.2,0.6,0.05
1.2,-0.8,0.04
1.2,-0.9,0.04
1.2,1.8,0.03
1.2,-1.3,0.03
1.2,-0.7,0.03
1.2,-1.4,0.03
1.2,0.8,0.03
1.2,-0.6,0.03
1.2,-1.1,0.02
1.2,1.5,0.02
1.2,-1,0.02
1.2,-1.6,0.02
1.2,-2,0.02
1.2,-1.2,0.02
1.2,1.1,0.01
1.2,-1.5,0.01
1.2,-4.2,0.00
1.2,-3.9,0.00
1.2,-3.7,0.00
1.2,-3.5,0.00
1.2,-3.4,0.00
1.2,-3.3,0.00
1.2,-3.2,0.00
1.2,-3.1,0.00
1.2,-3,0.00
1.2,-2.9,0.00
1.2,-2.8,0.00
1.2,-2.7,0.00
1.2,-2.6,0.00
1.2,-2.5,0.00
1.2,-2.4,0.00
1.2,-2.3,0.00
1.2,-2.2,0.00
1.2,-2.1,0.00
1.2,-1.9,0.00
1.2,-1.8,0.00
1.2,-1.7,0.00
1.2,1.2,0.00
1.2,1.3,0.00
1.2,1.4,0.00
1.2,1.6,0.00
1.2,1.7,0.00
1.2,1.9,0.00
1.2,2,0.00
1.2,2.1,0.00
1.2,2.2,0.00
1.2,2.3,0.00
1.2,2.4,0.00
1.2,2.5,0.00
1.2,2.6,0.00
1.2,2.7,0.00
1.2,2.8,0.00
1.2,3,0.00
1.2,3.1,0.00
1.2,3.2,0.00
1.2,3.3,0.00
1.2,3.4,0.00
1.2,3.9,0.00
1.2,2.9,0.00
1.1,0.3,0.07
1.1,0.2,0.07
1.1,0.7,0.06
1.1,-0.3,0.06
1.1,1.9,0.05
1.1,0.1,0.05
1.1,-0.5,0.05
1.1,-0.1,0.04
1.1,0.6,0.04
1.1,-2.4,0.04
1.1,0,0.04
1.1,1.3,0.03
1.1,-0.6,0.03
1.1,1.4,0.03
1.1,1,0.03
1.1,-0.4,0.02
1.1,0.8,0.02
1.1,1.2,0.02
1.1,-0.7,0.02
1.1,-0.2,0.02
1.1,0.5,0.02
1.1,0.4,0.02
1.1,-1.1,0.02
1.1,0.9,0.01
1.1,-0.9,0.01
1.1,-0.8,0.01
1.1,-1,0.01
1.1,-1.7,0.01
1.1,-1.2,0.01
1.1,-1.3,0.01
1.1,-4.3,0.00
1.1,-3.9,0.00
1.1,-3.5,0.00
1.1,-3.4,0.00
1.1,-3.3,0.00
1.1,-3.2,0.00
1.1,-3.1,0.00
1.1,-3,0.00
1.1,-2.9,0.00
1.1,-2.8,0.00
1.1,-2.7,0.00
1.1,-2.6,0.00
1.1,-2.5,0.00
1.1,-2.3,0.00
1.1,-2.2,0.00
1.1,-2.1,0.00
1.1,-2,0.00
1.1,-1.9,0.00
1.1,-1.8,0.00
1.1,-1.6,0.00
1.1,-1.5,0.00
1.1,-1.4,0.00
1.1,1.1,0.00
1.1,1.5,0.00
1.1,1.6,0.00
1.1,1.7,0.00
1.1,1.8,0.00
1.1,2,0.00
1.1,2.1,0.00
1.1,2.2,0.00
1.1,2.3,0.00
1.1,2.4,0.00
1.1,2.5,0.00
1.1,2.6,0.00
1.1,2.7,0.00
1.1,2.8,0.00
1.1,2.9,0.00
1.1,3,0.00
1.1,3.3,0.00
1.1,3.7,0.00
