launch_angle,launch_speed,av_xwOBAcon
40,57,0.213
41,57,0.198
42,57,0.181
43,57,0.164
44,57,0.151
45,57,0.138
46,57,0.124
47,57,0.107
48,57,0.088
49,57,0.082
50,57,0.07
51,57,0.042
52,57,0.041
53,57,0.025
54,57,0.026
55,57,0.019
56,57,0.015
57,57,0.005
58,57,0.005
59,57,0.007
60,57,0.008
61,57,0.009
62,57,0.005
63,57,0.001
64,57,0.009
65,57,0
66,57,0.005
67,57,0
68,57,0.008
69,57,0.004
70,57,0
71,57,0
72,57,0
73,57,0
74,57,NA
75,57,0
76,57,NA
77,57,0.004
78,57,0.007
79,57,0.002
80,57,0.003
81,57,0.004
82,57,0.001
83,57,0.001
84,57,0.002
85,57,0
86,57,0.002
87,57,0.004
88,57,0
-89,56,0.116
-86,56,0.084
-84,56,NA
-83,56,0.129
-82,56,NA
-81,56,0.165
-80,56,0.102
-79,56,0.177
-78,56,0.15
-77,56,0.149
-76,56,0.13
-75,56,0.166
-74,56,0.162
-73,56,0.155
-72,56,0.156
-71,56,0.166
-70,56,0.185
-69,56,0.184
-68,56,0.198
-67,56,0.184
-66,56,0.227
-65,56,0.214
-64,56,0.189
-63,56,0.21
-62,56,0.217
-61,56,0.19
-60,56,0.175
-59,56,0.177
-58,56,0.188
-57,56,0.178
-56,56,0.208
-55,56,0.171
-54,56,0.178
-53,56,0.159
-52,56,0.158
-51,56,0.149
-50,56,0.136
-49,56,0.144
-48,56,0.13
-47,56,0.135
-46,56,0.134
-45,56,0.13
-44,56,0.114
-43,56,0.11
-42,56,0.104
-41,56,0.082
-40,56,0.102
-39,56,0.084
-38,56,0.091
-37,56,0.089
-36,56,0.09
-35,56,0.06
-34,56,0.09
-33,56,0.075
-32,56,0.08
-31,56,0.066
-30,56,0.067
-29,56,0.066
-28,56,0.078
-27,56,0.093
-26,56,0.087
-25,56,0.064
-24,56,0.077
-23,56,0.075
-22,56,0.068
-21,56,0.068
-20,56,0.058
-19,56,0.06
-18,56,0.06
-17,56,0.069
-16,56,0.062
-15,56,0.071
-14,56,0.053
-13,56,0.068
-12,56,0.065
-11,56,0.063
-10,56,0.054
-9,56,0.066
-8,56,0.062
-7,56,0.073
-6,56,0.081
-5,56,0.076
-4,56,0.09
-3,56,0.091
-2,56,0.081
-1,56,0.072
0,56,0.075
1,56,0.095
2,56,0.078
3,56,0.088
4,56,0.098
5,56,0.103
6,56,0.11
7,56,0.104
8,56,0.113
9,56,0.117
10,56,0.121
11,56,0.11
12,56,0.121
13,56,0.126
14,56,0.132
15,56,0.145
16,56,0.16
17,56,0.164
18,56,0.169
19,56,0.19
20,56,0.204
21,56,0.212
22,56,0.231
23,56,0.25
24,56,0.225
25,56,0.26
26,56,0.282
27,56,0.285
28,56,0.305
29,56,0.28
30,56,0.316
31,56,0.3
32,56,0.299
33,56,0.285
34,56,0.256
35,56,0.253
36,56,0.262
37,56,0.226
38,56,0.21
39,56,0.22
40,56,0.201
41,56,0.188
42,56,0.165
43,56,0.138
44,56,0.165
45,56,0.135
46,56,0.133
47,56,0.087
48,56,0.084
49,56,0.067
50,56,0.053
51,56,0.044
52,56,0.033
53,56,0.024
54,56,0.021
55,56,0.014
56,56,0.01
57,56,0.014
58,56,0.004
59,56,0.004
60,56,0.006
61,56,0.003
62,56,0.004
63,56,0.005
64,56,0.005
65,56,0.002
66,56,0.007
67,56,0.004
68,56,0.005
69,56,0.008
70,56,0.004
71,56,0
72,56,0
73,56,0
74,56,0.011
75,56,0.011
76,56,0
77,56,0.003
78,56,0.003
79,56,0
80,56,0.001
81,56,0.002
82,56,0.004
83,56,0.002
84,56,0.011
85,56,0
86,56,0.011
-88,55,NA
-86,55,NA
-85,55,0.18
-84,55,0.144
-83,55,0.157
-82,55,0.142
-81,55,0.147
-80,55,0.175
-79,55,0.135
-78,55,0.143
-77,55,0.142
-76,55,0.147
-75,55,0.163
-74,55,0.148
-73,55,0.164
-72,55,0.158
-71,55,0.164
-70,55,0.16
-69,55,0.16
-68,55,0.166
-67,55,0.186
-66,55,0.208
-65,55,0.23
-64,55,0.197
-63,55,0.207
-62,55,0.211
-61,55,0.212
-60,55,0.185
-59,55,0.224
-58,55,0.194
-57,55,0.19
-56,55,0.189
-55,55,0.181
-54,55,0.176
-53,55,0.155
-52,55,0.14
-51,55,0.158
-50,55,0.159
-49,55,0.144
-48,55,0.144
-47,55,0.131
-46,55,0.144
-45,55,0.137
-44,55,0.132
-43,55,0.133
-42,55,0.111
-41,55,0.107
-40,55,0.096
-39,55,0.109
-38,55,0.106
-37,55,0.12
-36,55,0.103
-35,55,0.078
-34,55,0.092
-33,55,0.077
-32,55,0.075
-31,55,0.074
-30,55,0.07
-29,55,0.071
-28,55,0.074
-27,55,0.102
-26,55,0.079
-25,55,0.07
-24,55,0.081
-23,55,0.08
-22,55,0.067
-21,55,0.057
-20,55,0.06
-19,55,0.061
-18,55,0.063
-17,55,0.056
-16,55,0.062
-15,55,0.05
-14,55,0.058
-13,55,0.058
-12,55,0.061
-11,55,0.074
-10,55,0.076
-9,55,0.066
-8,55,0.073
-7,55,0.069
-6,55,0.094
-5,55,0.096
-4,55,0.072
-3,55,0.095
-2,55,0.104
-1,55,0.098
0,55,0.083
1,55,0.086
2,55,0.097
3,55,0.089
4,55,0.107
5,55,0.098
6,55,0.103
7,55,0.108
8,55,0.102
9,55,0.123
10,55,0.105
11,55,0.114
12,55,0.099
13,55,0.102
14,55,0.124
15,55,0.132
16,55,0.142
17,55,0.148
18,55,0.167
19,55,0.164
20,55,0.189
21,55,0.153
22,55,0.22
23,55,0.203
24,55,0.203
25,55,0.239
26,55,0.252
27,55,0.256
28,55,0.246
29,55,0.241
30,55,0.267
31,55,0.247
32,55,0.234
33,55,0.264
34,55,0.268
35,55,0.227
36,55,0.215
37,55,0.219
38,55,0.207
39,55,0.202
40,55,0.163
41,55,0.169
42,55,0.14
43,55,0.151
44,55,0.143
45,55,0.109
46,55,0.106
47,55,0.085
48,55,0.077
49,55,0.065
50,55,0.044
51,55,0.035
52,55,0.044
53,55,0.017
54,55,0.019
55,55,0.01
56,55,0.011
57,55,0.01
58,55,0.005
59,55,0.005
60,55,0.006
61,55,0.002
62,55,0.009
63,55,0.003
64,55,0.006
65,55,0.004
66,55,0.003
67,55,0.018
68,55,0.005
69,55,0.004
70,55,0
71,55,0
72,55,NA
73,55,0
74,55,0
75,55,0
76,55,0
77,55,0.001
78,55,0
79,55,0
80,55,0.001
81,55,0
82,55,NA
83,55,0.002
84,55,0
85,55,0
86,55,0.003
87,55,0
88,55,0.003
89,55,0
-87,54,0.121
-86,54,0.123
-85,54,0.126
-84,54,0.096
-83,54,0.18
-82,54,0.194
-81,54,0.142
-80,54,0.156
-79,54,0.127
-78,54,0.15
-77,54,0.142
-76,54,0.151
-75,54,0.149
-74,54,0.141
-73,54,0.141
-72,54,0.155
-71,54,0.153
-70,54,0.168
-69,54,0.181
-68,54,0.18
-67,54,0.199
-66,54,0.201
-65,54,0.189
-64,54,0.21
-63,54,0.206
-62,54,0.214
-61,54,0.204
-60,54,0.188
-59,54,0.202
-58,54,0.202
-57,54,0.184
-56,54,0.18
-55,54,0.186
-54,54,0.163
-53,54,0.169
-52,54,0.157
-51,54,0.166
-50,54,0.163
-49,54,0.144
-48,54,0.151
-47,54,0.147
-46,54,0.141
-45,54,0.121
-44,54,0.122
-43,54,0.126
-42,54,0.121
-41,54,0.099
-40,54,0.109
-39,54,0.099
-38,54,0.109
-37,54,0.11
-36,54,0.107
-35,54,0.107
-34,54,0.097
-33,54,0.083
-32,54,0.094
-31,54,0.085
-30,54,0.087
-29,54,0.071
-28,54,0.086
-27,54,0.078
-26,54,0.074
-25,54,0.081
-24,54,0.089
-23,54,0.084
-22,54,0.076
-21,54,0.075
-20,54,0.062
-19,54,0.067
-18,54,0.056
-17,54,0.059
-16,54,0.061
-15,54,0.062
-14,54,0.058
-13,54,0.062
-12,54,0.064
-11,54,0.069
-10,54,0.066
-9,54,0.083
-8,54,0.081
-7,54,0.074
-6,54,0.084
-5,54,0.086
-4,54,0.079
-3,54,0.08
-2,54,0.094
-1,54,0.118
0,54,0.09
1,54,0.079
2,54,0.103
3,54,0.095
4,54,0.112
5,54,0.108
6,54,0.09
7,54,0.104
8,54,0.106
9,54,0.103
10,54,0.108
11,54,0.104
12,54,0.106
13,54,0.121
14,54,0.114
15,54,0.131
16,54,0.144
17,54,0.136
18,54,0.148
19,54,0.15
20,54,0.148
21,54,0.172
22,54,0.186
23,54,0.152
24,54,0.182
25,54,0.204
26,54,0.223
27,54,0.238
28,54,0.23
29,54,0.208
30,54,0.262
31,54,0.259
32,54,0.232
33,54,0.222
34,54,0.199
35,54,0.221
36,54,0.194
37,54,0.19
38,54,0.189
39,54,0.19
40,54,0.169
41,54,0.145
42,54,0.137
43,54,0.127
44,54,0.119
45,54,0.107
46,54,0.09
47,54,0.079
48,54,0.064
49,54,0.059
50,54,0.033
51,54,0.021
52,54,0.032
53,54,0.023
54,54,0.011
55,54,0.018
56,54,0.011
57,54,0.01
58,54,0.002
59,54,0.007
60,54,0.005
61,54,0.004
62,54,0.005
63,54,0
64,54,0.009
65,54,0.006
66,54,0
67,54,NA
68,54,0.002
69,54,0.016
70,54,0
71,54,0.009
72,54,0
73,54,0.002
74,54,0
75,54,NA
76,54,NA
77,54,NA
78,54,0
79,54,0
80,54,0.003
81,54,NA
82,54,NA
83,54,0.003
85,54,0
86,54,0.003
87,54,0
-89,53,0.146
-88,53,0.121
-87,53,NA
-85,53,0.158
-84,53,0.145
-83,53,0.124
-82,53,0.16
-81,53,0.145
-80,53,0.144
-79,53,0.161
-78,53,0.152
-77,53,0.162
-76,53,0.116
-75,53,0.121
-74,53,0.137
-73,53,0.148
-72,53,0.126
-71,53,0.163
-70,53,0.175
-69,53,0.186
-68,53,0.181
-67,53,0.173
-66,53,0.181
-65,53,0.186
-64,53,0.201
-63,53,0.196
-62,53,0.188
-61,53,0.209
-60,53,0.204
-59,53,0.199
-58,53,0.203
-57,53,0.198
-56,53,0.199
-55,53,0.166
-54,53,0.174
-53,53,0.176
-52,53,0.16
-51,53,0.145
-50,53,0.138
-49,53,0.154
-48,53,0.163
-47,53,0.133
-46,53,0.16
-45,53,0.148
-44,53,0.129
-43,53,0.13
-42,53,0.119
-41,53,0.112
-40,53,0.124
-39,53,0.117
-38,53,0.112
-37,53,0.11
-36,53,0.115
-35,53,0.098
-34,53,0.096
-33,53,0.11
-32,53,0.1
-31,53,0.093
-30,53,0.077
-29,53,0.075
-28,53,0.087
-27,53,0.104
-26,53,0.106
-25,53,0.093
-24,53,0.103
-23,53,0.11
-22,53,0.086
-21,53,0.079
-20,53,0.066
-19,53,0.062
-18,53,0.064
-17,53,0.08
-16,53,0.06
-15,53,0.064
-14,53,0.057
-13,53,0.061
-12,53,0.081
-11,53,0.07
-10,53,0.064
-9,53,0.083
-8,53,0.074
-7,53,0.087
-6,53,0.07
-5,53,0.089
-4,53,0.092
-3,53,0.102
-2,53,0.079
-1,53,0.101
0,53,0.089
1,53,0.092
2,53,0.088
3,53,0.097
4,53,0.095
5,53,0.094
6,53,0.098
7,53,0.098
8,53,0.11
9,53,0.098
10,53,0.123
11,53,0.106
12,53,0.092
13,53,0.119
14,53,0.106
15,53,0.129
16,53,0.149
17,53,0.138
18,53,0.128
19,53,0.136
20,53,0.128
21,53,0.137
22,53,0.171
23,53,0.18
24,53,0.172
25,53,0.167
26,53,0.197
27,53,0.205
28,53,0.215
29,53,0.223
30,53,0.182
31,53,0.201
32,53,0.204
33,53,0.207
34,53,0.198
35,53,0.188
36,53,0.156
37,53,0.161
38,53,0.14
39,53,0.181
40,53,0.145
41,53,0.128
42,53,0.105
43,53,0.105
44,53,0.104
45,53,0.084
46,53,0.074
47,53,0.071
48,53,0.06
49,53,0.034
50,53,0.039
51,53,0.032
52,53,0.023
53,53,0.024
54,53,0.012
55,53,0.006
56,53,0.014
57,53,0.01
58,53,0.004
59,53,0.007
60,53,0.005
61,53,0.004
62,53,0
63,53,0.016
64,53,0.004
65,53,0
66,53,0
67,53,0
68,53,0
69,53,0
70,53,NA
71,53,0.01
72,53,0
73,53,0
74,53,0
75,53,0
76,53,NA
77,53,NA
78,53,NA
79,53,0.003
80,53,0
81,53,0.002
82,53,NA
83,53,0.005
84,53,0.003
86,53,0.003
-86,52,0.174
-85,52,0.123
-84,52,0.156
-83,52,0.156
-82,52,0.158
-81,52,0.142
-80,52,0.137
-79,52,0.155
-78,52,0.134
-77,52,0.152
-76,52,0.148
-75,52,0.154
-74,52,0.145
-73,52,0.15
-72,52,0.152
-71,52,0.151
-70,52,0.146
-69,52,0.154
-68,52,0.171
-67,52,0.181
-66,52,0.194
-65,52,0.181
-64,52,0.198
-63,52,0.22
-62,52,0.196
-61,52,0.177
-60,52,0.184
-59,52,0.199
-58,52,0.205
-57,52,0.196
-56,52,0.181
-55,52,0.183
-54,52,0.166
-53,52,0.174
-52,52,0.171
-51,52,0.136
-50,52,0.154
-49,52,0.151
-48,52,0.173
-47,52,0.15
-46,52,0.157
-45,52,0.145
-44,52,0.138
-43,52,0.131
-42,52,0.129
-41,52,0.136
-40,52,0.113
-39,52,0.11
-38,52,0.109
-37,52,0.113
-36,52,0.113
-35,52,0.106
-34,52,0.077
-33,52,0.11
-32,52,0.098
-31,52,0.088
-30,52,0.08
-29,52,0.098
-28,52,0.11
-27,52,0.116
-26,52,0.09
-25,52,0.093
-24,52,0.092
-23,52,0.103
-22,52,0.094
-21,52,0.092
-20,52,0.085
-19,52,0.085
-18,52,0.067
-17,52,0.084
-16,52,0.063
-15,52,0.072
-14,52,0.076
-13,52,0.071
-12,52,0.083
-11,52,0.091
-10,52,0.099
-9,52,0.097
-8,52,0.097
-7,52,0.094
-6,52,0.077
-5,52,0.083
-4,52,0.102
-3,52,0.113
-2,52,0.089
-1,52,0.085
0,52,0.091
1,52,0.082
2,52,0.098
3,52,0.087
4,52,0.093
5,52,0.092
6,52,0.115
7,52,0.106
8,52,0.095
9,52,0.103
10,52,0.092
11,52,0.103
12,52,0.102
13,52,0.113
14,52,0.111
15,52,0.106
16,52,0.111
17,52,0.12
18,52,0.122
19,52,0.112
20,52,0.136
21,52,0.128
22,52,0.15
23,52,0.161
24,52,0.176
25,52,0.17
26,52,0.153
27,52,0.18
28,52,0.179
29,52,0.182
30,52,0.187
31,52,0.216
32,52,0.202
33,52,0.167
34,52,0.192
35,52,0.178
36,52,0.183
37,52,0.17
38,52,0.102
39,52,0.122
40,52,0.141
41,52,0.117
42,52,0.121
43,52,0.101
44,52,0.094
45,52,0.089
46,52,0.084
47,52,0.062
48,52,0.054
49,52,0.054
50,52,0.029
51,52,0.024
52,52,0.042
53,52,0.017
54,52,0.022
55,52,0.011
56,52,0.009
57,52,0.006
58,52,0.007
59,52,0.003
60,52,0.005
61,52,0.005
62,52,0
63,52,0.005
64,52,0.011
65,52,0.003
66,52,0.008
67,52,NA
68,52,0.009
69,52,0.007
70,52,NA
71,52,NA
72,52,0
73,52,0
74,52,NA
75,52,NA
77,52,0
78,52,0.005
79,52,0
80,52,0
81,52,0
82,52,NA
83,52,0.002
84,52,NA
85,52,0.002
86,52,NA
88,52,0.002
-89,51,0.123
-88,51,0.121
-86,51,0.096
-85,51,0.123
-84,51,0.128
-83,51,0.127
-82,51,0.159
-81,51,0.145
-80,51,0.147
-79,51,0.139
-78,51,0.134
-77,51,0.14
-76,51,0.139
-75,51,0.134
-74,51,0.14
-73,51,0.148
-72,51,0.15
-71,51,0.149
-70,51,0.152
-69,51,0.162
-68,51,0.172
-67,51,0.175
-66,51,0.181
-65,51,0.228
-64,51,0.215
-63,51,0.203
-62,51,0.189
-61,51,0.192
-60,51,0.209
-59,51,0.195
-58,51,0.211
-57,51,0.192
-56,51,0.181
-55,51,0.177
-54,51,0.196
-53,51,0.177
-52,51,0.161
-51,51,0.172
-50,51,0.151
-49,51,0.168
-48,51,0.183
-47,51,0.174
-46,51,0.168
-45,51,0.152
-44,51,0.144
-43,51,0.144
-42,51,0.132
-41,51,0.125
-40,51,0.105
-39,51,0.126
-38,51,0.123
-37,51,0.121
-36,51,0.101
-35,51,0.108
-34,51,0.093
-33,51,0.098
-32,51,0.113
-31,51,0.105
-30,51,0.096
-29,51,0.099
-28,51,0.112
-27,51,0.114
-26,51,0.115
-25,51,0.104
-24,51,0.099
-23,51,0.109
-22,51,0.103
-21,51,0.114
-20,51,0.109
-19,51,0.101
-18,51,0.079
-17,51,0.089
-16,51,0.086
-15,51,0.081
-14,51,0.078
-13,51,0.063
-12,51,0.076
-11,51,0.085
-10,51,0.089
-9,51,0.085
-8,51,0.096
-7,51,0.104
-6,51,0.097
-5,51,0.096
-4,51,0.095
-3,51,0.107
-2,51,0.096
-1,51,0.084
0,51,0.081
1,51,0.093
2,51,0.09
3,51,0.094
4,51,0.092
5,51,0.111
6,51,0.099
7,51,0.115
8,51,0.117
9,51,0.114
10,51,0.104
11,51,0.121
12,51,0.086
13,51,0.088
14,51,0.108
15,51,0.121
16,51,0.111
17,51,0.111
18,51,0.112
19,51,0.121
20,51,0.122
21,51,0.117
22,51,0.13
23,51,0.134
24,51,0.138
25,51,0.155
26,51,0.137
27,51,0.162
28,51,0.171
29,51,0.181
30,51,0.177
31,51,0.183
32,51,0.202
33,51,0.166
34,51,0.148
35,51,0.171
36,51,0.138
37,51,0.112
38,51,0.116
39,51,0.123
40,51,0.117
41,51,0.11
42,51,0.103
43,51,0.1
44,51,0.078
45,51,0.069
46,51,0.068
47,51,0.069
48,51,0.05
49,51,0.048
50,51,0.024
51,51,0.023
52,51,0.021
53,51,0.013
54,51,0.018
55,51,0.01
56,51,0.009
57,51,0.009
58,51,NA
59,51,0.006
60,51,0.008
61,51,0.008
62,51,0.005
63,51,0.002
64,51,0.002
65,51,0
66,51,0.006
67,51,0
68,51,NA
69,51,NA
70,51,0
71,51,NA
72,51,NA
73,51,0
74,51,NA
75,51,0
76,51,0
77,51,NA
80,51,0.002
81,51,0
82,51,0
83,51,0
84,51,0.01
85,51,0.01
-89,50,0.102
-87,50,0.142
-86,50,0.096
-85,50,0.131
-84,50,0.096
-83,50,0.116
-82,50,0.123
-81,50,0.153
-80,50,0.128
-79,50,0.144
-78,50,0.139
-77,50,0.139
-76,50,0.15
-75,50,0.123
-74,50,0.14
-73,50,0.149
-72,50,0.15
-71,50,0.152
-70,50,0.157
-69,50,0.153
-68,50,0.198
-67,50,0.161
-66,50,0.17
-65,50,0.197
-64,50,0.175
-63,50,0.204
-62,50,0.183
-61,50,0.181
-60,50,0.193
-59,50,0.19
-58,50,0.206
-57,50,0.191
-56,50,0.185
-55,50,0.177
-54,50,0.171
-53,50,0.168
-52,50,0.161
-51,50,0.158
-50,50,0.161
-49,50,0.184
-48,50,0.177
-47,50,0.182
-46,50,0.159
-45,50,0.178
-44,50,0.167
-43,50,0.155
-42,50,0.152
-41,50,0.123
-40,50,0.132
-39,50,0.135
-38,50,0.137
-37,50,0.135
-36,50,0.104
-35,50,0.123
-34,50,0.1
-33,50,0.119
-32,50,0.114
-31,50,0.112
-30,50,0.095
-29,50,0.108
-28,50,0.117
-27,50,0.128
-26,50,0.108
-25,50,0.118
-24,50,0.106
-23,50,0.117
-22,50,0.119
-21,50,0.095
-20,50,0.116
-19,50,0.092
-18,50,0.098
-17,50,0.099
-16,50,0.084
-15,50,0.099
-14,50,0.108
-13,50,0.114
-12,50,0.1
-11,50,0.085
-10,50,0.095
-9,50,0.099
-8,50,0.123
-7,50,0.094
-6,50,0.101
-5,50,0.119
-4,50,0.12
-3,50,0.104
-2,50,0.094
-1,50,0.092
0,50,0.081
1,50,0.095
2,50,0.091
3,50,0.107
4,50,0.109
5,50,0.108
6,50,0.107
7,50,0.113
8,50,0.105
9,50,0.11
10,50,0.104
11,50,0.096
12,50,0.121
13,50,0.098
14,50,0.097
15,50,0.115
16,50,0.117
17,50,0.098
18,50,0.113
19,50,0.094
20,50,0.114
21,50,0.125
22,50,0.111
23,50,0.124
24,50,0.129
25,50,0.129
26,50,0.148
27,50,0.113
28,50,0.156
29,50,0.15
30,50,0.139
31,50,0.133
32,50,0.175
33,50,0.149
34,50,0.17
35,50,0.108
36,50,0.158
37,50,0.167
38,50,0.099
39,50,0.128
40,50,0.094
41,50,0.097
42,50,0.103
43,50,0.077
44,50,0.06
45,50,0.069
46,50,0.043
47,50,0.059
48,50,0.057
49,50,0.046
50,50,0.04
51,50,0.033
52,50,0.018
53,50,0.025
54,50,0.024
55,50,0.023
56,50,0.017
57,50,0.015
58,50,0.012
59,50,NA
60,50,0.006
61,50,0.008
62,50,0.002
63,50,0.006
64,50,0.009
65,50,0.004
66,50,0.003
67,50,0
68,50,0.015
69,50,NA
70,50,NA
71,50,NA
72,50,NA
73,50,NA
74,50,NA
75,50,NA
77,50,0
78,50,0
79,50,0
80,50,0
81,50,NA
82,50,0.002
83,50,0.01
84,50,0
87,50,0
89,50,0.01
-86,49,0.112
-85,49,0.103
-84,49,0.133
-83,49,0.125
-82,49,0.125
-81,49,0.162
-80,49,0.143
-79,49,0.138
-78,49,0.134
-77,49,0.137
-76,49,0.154
-75,49,0.128
-74,49,0.145
-73,49,0.145
-72,49,0.147
-71,49,0.136
-70,49,0.162
-69,49,0.155
-68,49,0.151
-67,49,0.17
-66,49,0.196
-65,49,0.178
-64,49,0.171
-63,49,0.193
-62,49,0.187
-61,49,0.196
-60,49,0.19
-59,49,0.197
-58,49,0.195
-57,49,0.207
-56,49,0.199
-55,49,0.201
-54,49,0.191
-53,49,0.182
-52,49,0.192
-51,49,0.196
-50,49,0.156
-49,49,0.177
-48,49,0.171
-47,49,0.173
-46,49,0.187
-45,49,0.15
-44,49,0.163
-43,49,0.12
-42,49,0.173
-41,49,0.135
-40,49,0.142
-39,49,0.134
-38,49,0.138
-37,49,0.148
-36,49,0.115
-35,49,0.129
-34,49,0.115
-33,49,0.119
-32,49,0.117
-31,49,0.116
-30,49,0.117
-29,49,0.12
-28,49,0.112
-27,49,0.127
-26,49,0.131
-25,49,0.127
-24,49,0.126
-23,49,0.13
-22,49,0.119
-21,49,0.135
-20,49,0.157
-19,49,0.116
-18,49,0.126
-17,49,0.128
-16,49,0.102
-15,49,0.103
-14,49,0.11
-13,49,0.103
-12,49,0.107
-11,49,0.055
-10,49,0.09
-9,49,0.099
-8,49,0.103
-7,49,0.116
-6,49,0.117
-5,49,0.16
-4,49,0.114
-3,49,0.127
-2,49,0.105
-1,49,0.096
0,49,0.092
1,49,0.129
2,49,0.099
3,49,0.114
4,49,0.098
5,49,0.122
6,49,0.127
7,49,0.114
8,49,0.131
9,49,0.108
10,49,0.112
11,49,0.101
12,49,0.119
13,49,0.089
14,49,0.128
15,49,0.124
16,49,0.118
17,49,0.1
18,49,0.115
19,49,0.109
20,49,0.11
21,49,0.096
22,49,0.126
23,49,0.112
24,49,0.147
25,49,0.127
26,49,0.131
27,49,0.122
28,49,0.113
29,49,0.144
30,49,0.149
31,49,0.141
32,49,0.096
33,49,0.17
34,49,0.169
35,49,0.114
36,49,0.137
37,49,0.115
38,49,0.124
39,49,0.137
40,49,0.09
41,49,0.129
42,49,0.071
43,49,0.063
44,49,0.075
45,49,0.044
46,49,0.062
47,49,0.053
48,49,0.042
49,49,0.051
50,49,0.051
51,49,0.038
52,49,0.023
53,49,0.023
54,49,0.015
55,49,0.036
56,49,0.012
57,49,NA
58,49,0.016
59,49,0.013
60,49,0.016
61,49,NA
62,49,0
63,49,0.004
64,49,0.013
65,49,0.008
66,49,0.012
67,49,0.003
68,49,0.003
69,49,0.003
70,49,0
71,49,NA
72,49,0
73,49,0.009
74,49,0.008
75,49,0
76,49,0
77,49,NA
78,49,0
79,49,0.01
80,49,0
81,49,0
82,49,0.006
83,49,0
84,49,0.003
85,49,0.01
86,49,0.005
-88,48,0.112
-87,48,0.113
-86,48,0.116
-84,48,0.108
-83,48,0.15
-82,48,0.117
-81,48,0.111
-80,48,0.117
-79,48,0.109
-78,48,0.134
-77,48,0.138
-76,48,0.142
-75,48,0.129
-74,48,0.124
-73,48,0.146
-72,48,0.143
-71,48,0.149
-70,48,0.168
-69,48,0.138
-68,48,0.179
-67,48,0.167
-66,48,0.177
-65,48,0.164
-64,48,0.186
-63,48,0.194
-62,48,0.207
-61,48,0.195
-60,48,0.236
-59,48,0.203
-58,48,0.194
-57,48,0.183
-56,48,0.202
-55,48,0.192
-54,48,0.2
-53,48,0.206
-52,48,0.189
-51,48,0.189
-50,48,0.171
-49,48,0.163
-48,48,0.16
-47,48,0.175
-46,48,0.174
-45,48,0.138
-44,48,0.162
-43,48,0.161
-42,48,0.164
-41,48,0.145
-40,48,0.152
-39,48,0.133
-38,48,0.151
-37,48,0.151
-36,48,0.147
-35,48,0.149
-34,48,0.137
-33,48,0.137
-32,48,0.117
-31,48,0.125
-30,48,0.109
-29,48,0.14
-28,48,0.114
-27,48,0.131
-26,48,0.13
-25,48,0.135
-24,48,0.153
-23,48,0.147
-22,48,0.147
-21,48,0.141
-20,48,0.147
-19,48,0.138
-18,48,0.121
-17,48,0.105
-16,48,0.112
-15,48,0.109
-14,48,0.121
-13,48,0.106
-12,48,0.107
-11,48,0.11
-10,48,0.124
-9,48,0.12
-8,48,0.141
-7,48,0.11
-6,48,0.135
-5,48,0.132
-4,48,0.128
-3,48,0.118
-2,48,0.099
-1,48,0.102
0,48,0.109
1,48,0.109
2,48,0.106
3,48,0.12
4,48,0.137
5,48,0.115
6,48,0.126
7,48,0.131
8,48,0.121
9,48,0.138
10,48,0.124
11,48,0.119
12,48,0.1
13,48,0.123
14,48,0.136
15,48,0.12
16,48,0.128
17,48,0.106
18,48,0.13
19,48,0.123
20,48,0.112
21,48,0.114
22,48,0.112
23,48,0.114
24,48,0.12
25,48,0.096
26,48,0.135
27,48,0.128
28,48,0.145
29,48,0.115
30,48,0.14
31,48,0.139
32,48,0.155
33,48,0.136
34,48,0.134
35,48,0.137
36,48,0.108
37,48,0.119
38,48,0.092
39,48,0.109
40,48,0.116
41,48,0.099
42,48,0.066
43,48,0.056
44,48,0.091
45,48,0.065
46,48,0.056
47,48,0.066
48,48,0.047
49,48,0.056
50,48,0.039
51,48,0.056
52,48,0.028
53,48,0.026
54,48,0.018
55,48,0.038
56,48,NA
57,48,0.02
58,48,0.019
59,48,0.009
60,48,0.021
61,48,0.021
62,48,0.012
63,48,0.015
64,48,0.008
65,48,0.014
66,48,0.013
67,48,0.008
68,48,0.013
70,48,NA
71,48,NA
73,48,0
75,48,0
76,48,NA
77,48,0
78,48,NA
79,48,0
80,48,0.005
81,48,0.005
82,48,0
84,48,0.002
85,48,0
-87,47,0.108
-86,47,NA
-84,47,0.105
-83,47,0.132
-82,47,0.126
-81,47,0.113
-80,47,0.113
-79,47,0.116
-78,47,0.14
-77,47,0.175
-76,47,0.137
-75,47,0.141
-74,47,0.138
-73,47,0.152
-72,47,0.162
-71,47,0.152
-70,47,0.156
-69,47,0.164
-68,47,0.172
-67,47,0.165
-66,47,0.196
-65,47,0.157
-64,47,0.195
-63,47,0.185
-62,47,0.197
-61,47,0.17
-60,47,0.178
-59,47,0.192
-58,47,0.206
-57,47,0.222
-56,47,0.196
-55,47,0.202
-54,47,0.207
-53,47,0.204
-52,47,0.186
-51,47,0.188
-50,47,0.18
-49,47,0.17
-48,47,0.173
-47,47,0.167
-46,47,0.204
-45,47,0.17
-44,47,0.19
-43,47,0.16
-42,47,0.169
-41,47,0.149
-40,47,0.12
-39,47,0.16
-38,47,0.188
-37,47,0.149
-36,47,0.152
-35,47,0.152
-34,47,0.159
-33,47,0.154
-32,47,0.189
-31,47,0.141
-30,47,0.138
-29,47,0.153
-28,47,0.139
-27,47,0.147
-26,47,0.147
